Link do jogo,Nome do Jogo,Preço com desconto,Desconto aplicado,Avaliação do jogo,Data de Lançamento,Data de Fim da promoção
https://store.steampowered.com/app/2816940/?curator_clanid=4777282&utm_source=SteamDB,Bloody Heaven 2,"R$ 5,94",-65%,78.31%,May 2024,
https://store.steampowered.com/app/2258290/?curator_clanid=4777282&utm_source=SteamDB,Jury - Episode 1: Before the Trial,"R$ 15,36",-25%,78.31%,Apr 2023,
https://store.steampowered.com/app/1225570/?curator_clanid=4777282&utm_source=SteamDB,Unravel Two,"R$ 27,25",-75%,78.26%,Jun 2018,
https://store.steampowered.com/app/222480/?curator_clanid=4777282&utm_source=SteamDB,Resident Evil Revelations,"R$ 21,00",-75%,78.25%,May 2013,
https://store.steampowered.com/app/1671490/?curator_clanid=4777282&utm_source=SteamDB,Merchant in Dungeon,"R$ 23,99",-20%,78.23%,Sep 2024,
https://store.steampowered.com/app/1989070/?curator_clanid=4777282&utm_source=SteamDB,Synergy,"R$ 51,79",-30%,78.20%,May 2024,
https://store.steampowered.com/app/1882040/?curator_clanid=4777282&utm_source=SteamDB,Craft Hero,"R$ 5,44",-50%,78.19%,Oct 2022,—
https://store.steampowered.com/app/783050/?curator_clanid=4777282&utm_source=SteamDB,Bear With Me - Collector's Edition,"R$ 98,43",-14%,78.18%,Feb 2018,—
https://store.steampowered.com/app/468240/?curator_clanid=4777282&utm_source=SteamDB,VR Regatta - The Sailing Game,"R$ 14,49",-75%,78.17%,Jan 2018,
https://store.steampowered.com/app/1170720/?curator_clanid=4777282&utm_source=SteamDB,Pocket Cars,"R$ 29,99",-40%,78.12%,Jan 2020,
https://store.steampowered.com/app/604780/?curator_clanid=4777282&utm_source=SteamDB,aMAZE,"R$ 1,95",-72%,78.08%,Mar 2017,
https://store.steampowered.com/app/726000/?curator_clanid=4777282&utm_source=SteamDB,No King No Kingdom,"R$ 11,59",-60%,78.03%,Feb 2020,
https://store.steampowered.com/app/2572560/?curator_clanid=4777282&utm_source=SteamDB,Messy Up,"R$ 23,04",-13%,78.00%,Jun 2024,—
https://store.steampowered.com/app/614950/?curator_clanid=4777282&utm_source=SteamDB,Shootout on Cash Island,"R$ 2,09",-70%,77.99%,Jan 2018,
https://store.steampowered.com/app/2673660/?curator_clanid=4777282&utm_source=SteamDB,Sonar Shock,"R$ 21,19",-20%,77.99%,May 2024,
https://store.steampowered.com/app/678520/?curator_clanid=4777282&utm_source=SteamDB,Gal*Gun VR,"R$ 13,99",-75%,77.95%,Aug 2017,
https://store.steampowered.com/app/570780/?curator_clanid=4777282&utm_source=SteamDB,古剑奇谭(GuJian),"R$ 11,99",-50%,77.95%,Jul 2010,
https://store.steampowered.com/app/543140/?curator_clanid=4777282&utm_source=SteamDB,Legend of Merchant,"R$ 5,24",-25%,77.95%,Dec 2016,
https://store.steampowered.com/app/1638230/?curator_clanid=4777282&utm_source=SteamDB,Xuan-Yuan Sword: Mists Beyond the Mountains,"R$ 22,24",-50%,77.90%,Jul 2023,
https://store.steampowered.com/app/228760/?curator_clanid=4777282&utm_source=SteamDB,TrackMania² Canyon,"R$ 29,99",-50%,77.90%,Sep 2011,
https://store.steampowered.com/app/744260/?curator_clanid=4777282&utm_source=SteamDB,Legend of Homebody,"R$ 12,90",-37%,77.80%,Jul 2021,
https://store.steampowered.com/app/2272050/?curator_clanid=4777282&utm_source=SteamDB,Fairy Biography3 : Obsession,"R$ 10,15",-30%,77.80%,Mar 2023,
https://store.steampowered.com/app/487000/?curator_clanid=4777282&utm_source=SteamDB,Quest Hunter,"R$ 11,99",-80%,77.79%,Mar 2019,
https://store.steampowered.com/app/444280/?curator_clanid=4777282&utm_source=SteamDB,Alice's Patchwork,"R$ 3,14",-70%,77.79%,Mar 2016,
https://store.steampowered.com/app/2175250/?curator_clanid=4777282&utm_source=SteamDB,Volley Court,"R$ 12,29",-40%,77.78%,Nov 2022,
https://store.steampowered.com/app/427490/?curator_clanid=4777282&utm_source=SteamDB,Shadowhand: RPG Card Game,"R$ 11,74",-75%,77.75%,Dec 2017,
https://store.steampowered.com/app/1691190/?curator_clanid=4777282&utm_source=SteamDB,Rogue Waters,"R$ 71,19",-20%,77.75%,Sep 2024,
https://store.steampowered.com/app/1724000/?curator_clanid=4777282&utm_source=SteamDB,Time Lock VR 2,"R$ 6,42",-31%,77.72%,Jul 2022,—
https://store.steampowered.com/app/899440/?curator_clanid=4777282&utm_source=SteamDB,GOD EATER 3,"R$ 22,99",-90%,77.71%,Feb 2019,
https://store.steampowered.com/app/1198860/?curator_clanid=4777282&utm_source=SteamDB,Snowballs,"R$ 1,74",-50%,77.66%,Nov 2020,
https://store.steampowered.com/app/221040/?curator_clanid=4777282&utm_source=SteamDB,Resident Evil 6,"R$ 21,00",-75%,77.63%,Mar 2013,
https://store.steampowered.com/app/777670/?curator_clanid=4777282&utm_source=SteamDB,Okinawa Rush,"R$ 29,69",-10%,77.62%,Oct 2021,
https://store.steampowered.com/app/1115780/?curator_clanid=4777282&utm_source=SteamDB,The Almost Gone,"R$ 4,13",-80%,77.56%,Jun 2020,
https://store.steampowered.com/app/2316580/?curator_clanid=4777282&utm_source=SteamDB,Tales of Kenzera™: ZAU,"R$ 76,30",-30%,77.56%,Apr 2024,
https://store.steampowered.com/app/1256530/?curator_clanid=4777282&utm_source=SteamDB,Sentimental K,"R$ 19,68",-69%,77.55%,Jan 2022,
https://store.steampowered.com/app/552780/?curator_clanid=4777282&utm_source=SteamDB,Dexodonex,"R$ 1,74",-90%,77.54%,Dec 2016,
https://store.steampowered.com/app/2208570/?curator_clanid=4777282&utm_source=SteamDB,Dark Hours,"R$ 29,36",-11%,77.54%,Oct 2024,
https://store.steampowered.com/app/715650/?curator_clanid=4777282&utm_source=SteamDB,The Endless Journey,"R$ 12,41",-40%,77.52%,Jan 2018,
https://store.steampowered.com/app/534380/?curator_clanid=4777282&utm_source=SteamDB,Dying Light 2 Stay Human: Reloaded Edition,"R$ 116,00",-60%,77.51%,Feb 2022,
https://store.steampowered.com/app/356390/?curator_clanid=4777282&utm_source=SteamDB,The Slaughter: Act One,"R$ 11,75",-50%,77.47%,Jan 2016,
https://store.steampowered.com/app/1314590/?curator_clanid=4777282&utm_source=SteamDB,X-Fitness,"R$ 33,64",-32%,77.46%,Dec 2020,—
https://store.steampowered.com/app/1985610/?curator_clanid=4777282&utm_source=SteamDB,Nympho's Path,"R$ 5,59",-20%,77.42%,Jul 2022,in 5 days
https://store.steampowered.com/app/2494450/?curator_clanid=4777282&utm_source=SteamDB,The Last Soldier of the Ming Dynasty,"R$ 35,24",-25%,77.41%,Dec 2023,in 5 days
https://store.steampowered.com/app/1059900/?curator_clanid=4777282&utm_source=SteamDB,Tribe: Primitive Builder,"R$ 35,04",-47%,77.35%,Oct 2023,in 2 days
https://store.steampowered.com/app/2094910/?curator_clanid=4777282&utm_source=SteamDB,Pile Up!,"R$ 14,99",-40%,77.35%,Jun 2023,in 14 days
https://store.steampowered.com/app/1244630/?curator_clanid=4777282&utm_source=SteamDB,House Builder,"R$ 31,90",-51%,77.34%,Jan 2024,
https://store.steampowered.com/app/932570/?curator_clanid=4777282&utm_source=SteamDB,阿比斯的宝藏 - Treasure of abyss,"R$ 2,89",-80%,77.33%,Sep 2018,
https://store.steampowered.com/app/1528560/?curator_clanid=4777282&utm_source=SteamDB,Living together with Fox Demon,"R$ 13,71",-49%,77.31%,Aug 2021,
https://store.steampowered.com/app/1646120/?curator_clanid=4777282&utm_source=SteamDB,Citizens: Far Lands,"R$ 19,49",-35%,77.31%,Jul 2022,
https://store.steampowered.com/app/1924910/?curator_clanid=4777282&utm_source=SteamDB,Dr. Chatelet: Faith 神医,"R$ 13,59",-20%,77.31%,Nov 2022,—
https://store.steampowered.com/app/1349120/?curator_clanid=4777282&utm_source=SteamDB,球球少女/Pinball Girls,"R$ 4,49",-40%,77.30%,Feb 2021,
https://store.steampowered.com/app/1080020/?curator_clanid=4777282&utm_source=SteamDB,Electrician Simulator,"R$ 8,24",-85%,77.29%,Sep 2022,
https://store.steampowered.com/app/963330/?curator_clanid=4777282&utm_source=SteamDB,Nya Nya Nya Girls (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ),"R$ 1,74",-50%,77.28%,Dec 2018,
https://store.steampowered.com/app/1808780/?curator_clanid=4777282&utm_source=SteamDB,祖玛少女/Zuma Girls,"R$ 6,81",-35%,77.26%,May 2022,
https://store.steampowered.com/app/1370140/?curator_clanid=4777282&utm_source=SteamDB,Kao the Kangaroo,"R$ 37,49",-75%,77.25%,May 2022,
https://store.steampowered.com/app/246960/?curator_clanid=4777282&utm_source=SteamDB,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,"R$ 9,99",-80%,77.22%,Sep 2013,
https://store.steampowered.com/app/644710/?curator_clanid=4777282&utm_source=SteamDB,Gary Grigsby's War in the West,"R$ 87,41",-70%,77.20%,Dec 2014,
https://store.steampowered.com/app/638200/?curator_clanid=4777282&utm_source=SteamDB,Capitalism 2,"R$ 18,18",-19%,77.20%,Dec 2001,—
https://store.steampowered.com/app/620590/?curator_clanid=4777282&utm_source=SteamDB,Ancestors Legacy,"R$ 10,19",-90%,77.05%,May 2018,
https://store.steampowered.com/app/1157340/?curator_clanid=4777282&utm_source=SteamDB,Hentai Killer,"R$ 1,74",-50%,77.01%,Sep 2019,
https://store.steampowered.com/app/2081400/?curator_clanid=4777282&utm_source=SteamDB,Gal Guardians: Demon Purge,"R$ 39,21",-47%,77.01%,Feb 2023,
https://store.steampowered.com/app/2091500/?curator_clanid=4777282&utm_source=SteamDB,Warlords Under Siege,"R$ 14,94",-35%,76.95%,Dec 2022,
https://store.steampowered.com/app/1186460/?curator_clanid=4777282&utm_source=SteamDB,Songs of Wuxia,"R$ 6,89",-50%,76.94%,Sep 2020,
https://store.steampowered.com/app/1090560/?curator_clanid=4777282&utm_source=SteamDB,Boy VS Genius 贫穷少年与校园名人的生死对决,"R$ 2,09",-40%,76.94%,Jun 2019,
https://store.steampowered.com/app/755980/?curator_clanid=4777282&utm_source=SteamDB,DEPLOYMENT,"R$ 3,54",-67%,76.93%,Apr 2018,
https://store.steampowered.com/app/2057430/?curator_clanid=4777282&utm_source=SteamDB,The Wraith of the Galaxy,"R$ 13,34",-18%,76.92%,Feb 2023,—
https://store.steampowered.com/app/1334000/?curator_clanid=4777282&utm_source=SteamDB,Wordle,"R$ 1,74",-95%,76.90%,Apr 2021,
https://store.steampowered.com/app/1518220/?curator_clanid=4777282&utm_source=SteamDB,Spells & Secrets,"R$ 38,49",-62%,76.89%,Nov 2023,
https://store.steampowered.com/app/646200/?curator_clanid=4777282&utm_source=SteamDB,Dead Effect 2 VR,"R$ 45,64",-25%,76.88%,Oct 2017,—
https://store.steampowered.com/app/2520890/?curator_clanid=4777282&utm_source=SteamDB,Turqu-chan in the Hentai Laboratory,"R$ 28,63",-20%,76.87%,Oct 2023,
https://store.steampowered.com/app/674500/?curator_clanid=4777282&utm_source=SteamDB,Total Tank Simulator,"R$ 15,19",-60%,76.83%,May 2020,
https://store.steampowered.com/app/2161440/?curator_clanid=4777282&utm_source=SteamDB,Sailing Era,"R$ 48,09",-35%,76.83%,Jan 2023,
https://store.steampowered.com/app/852790/?curator_clanid=4777282&utm_source=SteamDB,The Adventure of Magical Girl,"R$ 1,75",-73%,76.80%,Jun 2018,
https://store.steampowered.com/app/490280/?curator_clanid=4777282&utm_source=SteamDB,Realms of Magic,"R$ 11,39",-70%,76.80%,Jul 2022,
https://store.steampowered.com/app/1211930/?curator_clanid=4777282&utm_source=SteamDB,Ghost on the Shore,"R$ 43,20",-20%,76.80%,Feb 2022,—
https://store.steampowered.com/app/1962430/?curator_clanid=4777282&utm_source=SteamDB,Monochrome Mobius: Rights and Wrongs Forgotten,"R$ 76,99",-30%,76.79%,Nov 2022,
https://store.steampowered.com/app/2450100/?curator_clanid=4777282&utm_source=SteamDB,Journey to the West Survivor,"R$ 10,24",-50%,76.77%,Mar 2024,
https://store.steampowered.com/app/2386310/?curator_clanid=4777282&utm_source=SteamDB,Ultros,"R$ 51,79",-50%,76.74%,Feb 2024,
https://store.steampowered.com/app/2014550/?curator_clanid=4777282&utm_source=SteamDB,Voidwrought,"R$ 47,99",-20%,76.73%,Oct 2024,
https://store.steampowered.com/app/70620/?curator_clanid=4777282&utm_source=SteamDB,Worms Crazy Golf,"R$ 3,99",-80%,76.72%,Oct 2011,
https://store.steampowered.com/app/2226700/?curator_clanid=4777282&utm_source=SteamDB,挂姬恶魔 IDLE DEVILS,"R$ 11,03",-20%,76.70%,Jan 2024,
https://store.steampowered.com/app/337490/?curator_clanid=4777282&utm_source=SteamDB,Four Sided Fantasy,"R$ 3,29",-90%,76.69%,Aug 2016,
https://store.steampowered.com/app/2096080/?curator_clanid=4777282&utm_source=SteamDB,Agent in Depth,"R$ 4,72",-55%,76.62%,Jan 2024,
https://store.steampowered.com/app/755950/?curator_clanid=4777282&utm_source=SteamDB,Fantasy Quest Solitaire,"R$ 2,23",-88%,76.61%,Jan 2018,
https://store.steampowered.com/app/1060310/?curator_clanid=4777282&utm_source=SteamDB,Great Toilet Simulator,"R$ 1,74",-50%,76.60%,May 2019,
https://store.steampowered.com/app/1092000/?curator_clanid=4777282&utm_source=SteamDB,Naked Story,"R$ 72,07",-22%,76.57%,Jul 2019,—
https://store.steampowered.com/app/287290/?curator_clanid=4777282&utm_source=SteamDB,Resident Evil Revelations 2,"R$ 3,24",-75%,76.53%,Feb 2015,
https://store.steampowered.com/app/2544760/?curator_clanid=4777282&utm_source=SteamDB,Kuroinu 2 Redux,"R$ 51,79",-30%,76.53%,Nov 2023,
https://store.steampowered.com/app/747690/?curator_clanid=4777282&utm_source=SteamDB,Sinister Halloween,"R$ 21,85",-9%,76.49%,Oct 2019,—
https://store.steampowered.com/app/1783280/?curator_clanid=4777282&utm_source=SteamDB,Ghostlore,"R$ 44,99",-25%,76.47%,May 2023,
https://store.steampowered.com/app/1457550/?curator_clanid=4777282&utm_source=SteamDB,Melody/心跳旋律,"R$ 3,91",-55%,76.44%,Dec 2020,
https://store.steampowered.com/app/618140/?curator_clanid=4777282&utm_source=SteamDB,Barro,"R$ 4,68",-86%,76.43%,Mar 2018,—
https://store.steampowered.com/app/1372300/?curator_clanid=4777282&utm_source=SteamDB,Iwaihime,"R$ 11,59",-80%,76.43%,Oct 2020,
https://store.steampowered.com/app/560710/?curator_clanid=4777282&utm_source=SteamDB,Leap Up no jutsu,"R$ 1,74",-50%,76.43%,Dec 2016,
https://store.steampowered.com/app/1123830/?curator_clanid=4777282&utm_source=SteamDB,Farm Manager 2021,"R$ 14,98",-81%,76.41%,May 2021,
https://store.steampowered.com/app/1684610/?curator_clanid=4777282&utm_source=SteamDB,Hentai Girl Clicker,"R$ 5,19",-20%,76.41%,Jul 2021,
https://store.steampowered.com/app/1389360/?curator_clanid=4777282&utm_source=SteamDB,Mech Armada,"R$ 7,59",-80%,76.39%,Jun 2022,
https://store.steampowered.com/app/542880/?curator_clanid=4777282&utm_source=SteamDB,Byte Family,"R$ 1,74",-90%,76.38%,Oct 2016,
https://store.steampowered.com/app/243470/?curator_clanid=4777282&utm_source=SteamDB,Watch_Dogs™,"R$ 23,74",-75%,76.37%,May 2014,
https://store.steampowered.com/app/243360/?curator_clanid=4777282&utm_source=SteamDB,TrackMania² Valley,"R$ 29,99",-50%,76.37%,Jul 2013,
https://store.steampowered.com/app/1689010/?curator_clanid=4777282&utm_source=SteamDB,欢迎加入奇趣社,"R$ 16,49",-50%,76.35%,Apr 2023,
https://store.steampowered.com/app/252010/?curator_clanid=4777282&utm_source=SteamDB,Oniken: Unstoppable Edition,"R$ 6,49",-50%,76.31%,Feb 2014,
https://store.steampowered.com/app/906100/?curator_clanid=4777282&utm_source=SteamDB,Observation,"R$ 18,49",-75%,76.28%,May 2020,
https://store.steampowered.com/app/310390/?curator_clanid=4777282&utm_source=SteamDB,Advanced Tactics Gold,"R$ 29,36",-67%,76.23%,Apr 2011,
https://store.steampowered.com/app/2054770/?curator_clanid=4777282&utm_source=SteamDB,Combo Card Clashers,"R$ 28,86",-25%,76.22%,May 2024,
https://store.steampowered.com/app/354620/?curator_clanid=4777282&utm_source=SteamDB,Miner Warfare,"R$ 3,25",-69%,76.16%,Apr 2012,
https://store.steampowered.com/app/2556990/?curator_clanid=4777282&utm_source=SteamDB,Beyond Good & Evil - 20th Anniversary Edition,"R$ 79,99",-20%,76.13%,Jun 2024,
https://store.steampowered.com/app/1237980/?curator_clanid=4777282&utm_source=SteamDB,STAR WARS™ Battlefront,"R$ 14,75",-75%,76.12%,Nov 2015,
https://store.steampowered.com/app/1286340/?curator_clanid=4777282&utm_source=SteamDB,Daily Wife,"R$ 5,09",-70%,76.06%,Aug 2020,
https://store.steampowered.com/app/233840/?curator_clanid=4777282&utm_source=SteamDB,Worms Clan Wars,"R$ 21,42",-84%,76.02%,Aug 2013,
https://store.steampowered.com/app/2330870/?curator_clanid=4777282&utm_source=SteamDB,CD 2: Trap Master,"R$ 35,24",-25%,76.01%,Mar 2024,
https://store.steampowered.com/app/45740/?curator_clanid=4777282&utm_source=SteamDB,Dead Rising® 2,"R$ 8,74",-75%,75.99%,Sep 2010,
https://store.steampowered.com/app/754120/?curator_clanid=4777282&utm_source=SteamDB,Ninja Stealth 3,"R$ 4,02",-8%,75.98%,Dec 2017,—
https://store.steampowered.com/app/741670/?curator_clanid=4777282&utm_source=SteamDB,Easy Red,"R$ 11,03",-20%,75.96%,Dec 2017,
https://store.steampowered.com/app/1349830/?curator_clanid=4777282&utm_source=SteamDB,RONIN: Two Souls CHAPTER 1,"R$ 2,31",-92%,75.95%,Feb 2021,
https://store.steampowered.com/app/1042980/?curator_clanid=4777282&utm_source=SteamDB,Zen Chess: Mate in Two,"R$ 1,91",-45%,75.95%,Apr 2019,
https://store.steampowered.com/app/1262560/?curator_clanid=4777282&utm_source=SteamDB,Need for Speed™ Most Wanted,"R$ 14,75",-75%,75.91%,Oct 2012,
https://store.steampowered.com/app/1477060/?curator_clanid=4777282&utm_source=SteamDB,Among Ass,"R$ 1,74",-90%,75.82%,Dec 2020,
https://store.steampowered.com/app/629090/?curator_clanid=4777282&utm_source=SteamDB,Horace,"R$ 8,69",-70%,75.82%,Jul 2019,
https://store.steampowered.com/app/816250/?curator_clanid=4777282&utm_source=SteamDB,JQ: dogs & cats,"R$ 1,74",-50%,75.82%,Mar 2018,
https://store.steampowered.com/app/2673490/?curator_clanid=4777282&utm_source=SteamDB,Seifuku Kanojo,"R$ 60,51",-32%,75.77%,Apr 2024,
https://store.steampowered.com/app/1859910/?curator_clanid=4777282&utm_source=SteamDB,Legend of Mortal,"R$ 53,99",-10%,75.74%,Jun 2024,—
https://store.steampowered.com/app/771810/?curator_clanid=4777282&utm_source=SteamDB,The spy who shot me™,"R$ 9,11",-60%,75.70%,Jan 2019,
https://store.steampowered.com/app/1620890/?curator_clanid=4777282&utm_source=SteamDB,Hentai Boy,"R$ 1,74",-50%,75.69%,May 2021,
https://store.steampowered.com/app/2510130/?curator_clanid=4777282&utm_source=SteamDB,Auto Sale Life,"R$ 17,59",-20%,75.69%,Sep 2024,
https://store.steampowered.com/app/1894600/?curator_clanid=4777282&utm_source=SteamDB,Monster,"R$ 3,24",-50%,75.68%,Sep 2022,
https://store.steampowered.com/app/1341170/?curator_clanid=4777282&utm_source=SteamDB,Strategic Mind: Spectre of Communism,"R$ 28,99",-50%,75.68%,Nov 2020,
https://store.steampowered.com/app/996770/?curator_clanid=4777282&utm_source=SteamDB,Moving Out,"R$ 11,98",-80%,75.66%,Apr 2020,
https://store.steampowered.com/app/3158260/?curator_clanid=4777282&utm_source=SteamDB,HSS:Reload,"R$ 23,69",-21%,75.66%,Sep 2024,
https://store.steampowered.com/app/1442430/?curator_clanid=4777282&utm_source=SteamDB,Storage Hunter Simulator,"R$ 67,46",-11%,75.66%,Oct 2024,—
https://store.steampowered.com/app/2475460/?curator_clanid=4777282&utm_source=SteamDB,SOS OPS!,"R$ 3,75",-75%,75.62%,Nov 2023,
https://store.steampowered.com/app/2701210/?curator_clanid=4777282&utm_source=SteamDB,MWNeus,"R$ 27,38",-17%,75.62%,Aug 2024,
https://store.steampowered.com/app/2439710/?curator_clanid=4777282&utm_source=SteamDB,Skybreakers,"R$ 16,49",-45%,75.61%,Nov 2023,
https://store.steampowered.com/app/1946070/?curator_clanid=4777282&utm_source=SteamDB,Ten Dates,"R$ 32,49",-35%,75.60%,Feb 2023,
https://store.steampowered.com/app/1658280/?curator_clanid=4777282&utm_source=SteamDB,Eiyuden Chronicle: Hundred Heroes,"R$ 129,99",-35%,75.60%,Apr 2024,
https://store.steampowered.com/app/1229900/?curator_clanid=4777282&utm_source=SteamDB,ARIA CHRONICLE,"R$ 17,49",-50%,75.54%,Jul 2020,
https://store.steampowered.com/app/663240/?curator_clanid=4777282&utm_source=SteamDB,All You Can Eat,"R$ 2,99",-70%,75.50%,Jul 2017,
https://store.steampowered.com/app/450120/?curator_clanid=4777282&utm_source=SteamDB,Capitalism Plus,"R$ 5,99",-50%,75.50%,Oct 1995,
https://store.steampowered.com/app/1375400/?curator_clanid=4777282&utm_source=SteamDB,Ghosts 'n Goblins Resurrection,"R$ 29,69",-67%,75.47%,Jun 2021,
https://store.steampowered.com/app/1951410/?curator_clanid=4777282&utm_source=SteamDB,WE ARE FOOTBALL 2024,"R$ 30,99",-38%,75.47%,Mar 2024,
https://store.steampowered.com/app/1063130/?curator_clanid=4777282&utm_source=SteamDB,H Chan,"R$ 2,44",-30%,75.47%,Jun 2019,
https://store.steampowered.com/app/632200/?curator_clanid=4777282&utm_source=SteamDB,Kuro survival,"R$ 2,37",-86%,75.46%,Jun 2017,
https://store.steampowered.com/app/933820/?curator_clanid=4777282&utm_source=SteamDB,Endzone - A World Apart,"R$ 10,49",-85%,75.46%,Mar 2021,
https://store.steampowered.com/app/3009830/?curator_clanid=4777282&utm_source=SteamDB,"SEX, BEACH & GIRLS ⛱ 💦","R$ 17,62",-25%,75.46%,Aug 2024,
https://store.steampowered.com/app/1022780/?curator_clanid=4777282&utm_source=SteamDB,Animal Fight Club,"R$ 13,59",-20%,75.45%,Apr 2019,
https://store.steampowered.com/app/1260320/?curator_clanid=4777282&utm_source=SteamDB,Party Animals,"R$ 38,97",-40%,75.38%,Sep 2023,
https://store.steampowered.com/app/1424860/?curator_clanid=4777282&utm_source=SteamDB,Bish Bash Bots,"R$ 69,99",-30%,75.38%,Oct 2023,
https://store.steampowered.com/app/1641700/?curator_clanid=4777282&utm_source=SteamDB,Moving Out 2,"R$ 108,88",-28%,75.35%,Aug 2023,—
https://store.steampowered.com/app/438490/?curator_clanid=4777282&utm_source=SteamDB,GOD EATER 2 Rage Burst,"R$ 19,25",-90%,75.34%,Aug 2016,
https://store.steampowered.com/app/1859270/?curator_clanid=4777282&utm_source=SteamDB,Perfect Partner,"R$ 14,99",-50%,75.34%,Jun 2023,—
https://store.steampowered.com/app/523160/?curator_clanid=4777282&utm_source=SteamDB,Alice's Patchworks 2,"R$ 3,14",-70%,75.32%,Oct 2016,
https://store.steampowered.com/app/270490/?curator_clanid=4777282&utm_source=SteamDB,The Forest of Doom (Standalone),"R$ 5,24",-50%,75.31%,Oct 2014,
https://store.steampowered.com/app/1156060/?curator_clanid=4777282&utm_source=SteamDB,Railroads & Catacombs,"R$ 39,36",-25%,75.31%,Sep 2023,
https://store.steampowered.com/app/1713810/?curator_clanid=4777282&utm_source=SteamDB,Lumencraft,"R$ 14,99",-75%,75.30%,Feb 2023,
https://store.steampowered.com/app/1107790/?curator_clanid=4777282&utm_source=SteamDB,The Complex,"R$ 21,61",-54%,75.29%,Mar 2020,
https://store.steampowered.com/app/1083870/?curator_clanid=4777282&utm_source=SteamDB,CountryBalls Heroes,"R$ 14,49",-50%,75.29%,Nov 2021,
https://store.steampowered.com/app/557040/?curator_clanid=4777282&utm_source=SteamDB,99Vidas,"R$ 11,99",-60%,75.25%,Dec 2016,
https://store.steampowered.com/app/638650/?curator_clanid=4777282&utm_source=SteamDB,Sword Art Online Re: Hollow Fragment,"R$ 9,49",-75%,75.23%,Aug 2018,
https://store.steampowered.com/app/2479840/?curator_clanid=4777282&utm_source=SteamDB,Pawn Planet,"R$ 26,39",-20%,75.21%,Aug 2024,
https://store.steampowered.com/app/1554970/?curator_clanid=4777282&utm_source=SteamDB,Rogue Spirit,"R$ 35,99",-40%,75.17%,Mar 2023,
https://store.steampowered.com/app/2321310/?curator_clanid=4777282&utm_source=SteamDB,Hidden Cats In Town,"R$ 4,89",-30%,75.17%,Apr 2023,
https://store.steampowered.com/app/739650/?curator_clanid=4777282&utm_source=SteamDB,Drake Hollow,"R$ 24,99",-75%,75.09%,Oct 2020,
https://store.steampowered.com/app/45770/?curator_clanid=4777282&utm_source=SteamDB,Dead Rising 2: Off the Record,"R$ 9,99",-75%,75.09%,Oct 2011,
https://store.steampowered.com/app/2202120/?curator_clanid=4777282&utm_source=SteamDB,63 Days,"R$ 76,43",-46%,75.02%,Sep 2024,—
https://store.steampowered.com/app/1069530/?curator_clanid=4777282&utm_source=SteamDB,Narita Boy,"R$ 13,39",-90%,75.01%,Mar 2021,
https://store.steampowered.com/app/698670/?curator_clanid=4777282&utm_source=SteamDB,Scorn,"R$ 49,75",-75%,75.00%,Oct 2022,
https://store.steampowered.com/app/877200/?curator_clanid=4777282&utm_source=SteamDB,Zero Caliber VR,"R$ 22,39",-60%,75.00%,Jul 2023,
https://store.steampowered.com/app/1133060/?curator_clanid=4777282&utm_source=SteamDB,Anarchy: Wolf's law,"R$ 19,82",-10%,74.96%,Jun 2023,—
https://store.steampowered.com/app/1713190/?curator_clanid=4777282&utm_source=SteamDB,Neko Candy Shop,"R$ 1,74",-50%,74.95%,Sep 2021,
https://store.steampowered.com/app/521880/?curator_clanid=4777282&utm_source=SteamDB,RPG Maker VX,"R$ 10,79",-90%,74.93%,Feb 2008,
https://store.steampowered.com/app/265550/?curator_clanid=4777282&utm_source=SteamDB,Dead Rising 3 Apocalypse Edition,"R$ 16,99",-80%,74.92%,Sep 2014,
https://store.steampowered.com/app/1311070/?curator_clanid=4777282&utm_source=SteamDB,Greak: Memories of Azur,"R$ 26,22",-75%,74.92%,Aug 2021,
https://store.steampowered.com/app/1726130/?curator_clanid=4777282&utm_source=SteamDB,Pathless Woods,"R$ 50,39",-16%,74.92%,Apr 2024,
https://store.steampowered.com/app/1669170/?curator_clanid=4777282&utm_source=SteamDB,Northend Tower Defense,"R$ 18,54",-30%,74.88%,Sep 2024,
https://store.steampowered.com/app/743890/?curator_clanid=4777282&utm_source=SteamDB,Mega Man X Legacy Collection,"R$ 26,76",-60%,74.86%,Jul 2018,
https://store.steampowered.com/app/2380050/?curator_clanid=4777282&utm_source=SteamDB,Star Trucker,"R$ 59,19",-20%,74.85%,Sep 2024,
https://store.steampowered.com/app/1542390/?curator_clanid=4777282&utm_source=SteamDB,Monolith,"R$ 32,89",-30%,74.83%,Oct 2023,
https://store.steampowered.com/app/570770/?curator_clanid=4777282&utm_source=SteamDB,古剑奇谭二(GuJian2),"R$ 14,99",-50%,74.82%,Aug 2013,
https://store.steampowered.com/app/223220/?curator_clanid=4777282&utm_source=SteamDB,Giana Sisters: Twisted Dreams,"R$ 9,99",-80%,74.80%,Oct 2012,
https://store.steampowered.com/app/1544460/?curator_clanid=4777282&utm_source=SteamDB,The Third Day,"R$ 1,74",-50%,74.80%,Mar 2021,
https://store.steampowered.com/app/2298590/?curator_clanid=4777282&utm_source=SteamDB,SEX with HITLER: WW2,"R$ 7,58",-45%,74.77%,Mar 2023,
https://store.steampowered.com/app/1001070/?curator_clanid=4777282&utm_source=SteamDB,Koi,"R$ 1,74",-50%,74.76%,Feb 2019,
